상권타입,Bus,Subway,평균매매가,평균조절가,유흥업소,살인,강도,강간,절도,폭력,방화,마약,약취,도박,전체범죄,112신고,총_생활인구,아파트_단지수,아파트_평균_시가,개업_점포_수_비요식업,개업_점포_수_요식업,점포_수_비요식업,점포_수_요식업,폐업_점포_수_비요식업,폐업_점포_수_요식업,프랜차이즈_점포_수_비요식업,프랜차이즈_점포_수_요식업,매출액,매출건수,geometry,생활인구_야간비율,생활인구_심야비율,생활인구_여성비율
골목상권,4,3,990.3688609000035,9.981161848504637,0,1,1,1,1,1,2,1,1,2,1,139303,3298510.0,53.0,191919045.0,13.0,7.0,138.0,34.0,14.0,5.0,31.0,13.0,12517807942.0,495850.0,"POLYGON ((211572.99 445210.7, 211596.76 445191.64, 211647.68 445149.8, 211620.64 445114.45, 211587.49 445140.79000000004, 211565.84 445110.3, 211545.2 445111.46, 211529.88 445091.36, 211501.62 445054.31, 211394.56 445134.99, 211357.77000000002 445162.72000000003, 211366.34 445173.88, 211400.16 445217.8, 211355.93 445241.59, 211341.13 445249.55, 211311.45 445265.55, 211294.17 445274.87, 211257.58000000002 445294.55, 211289.73 445353.83, 211305.18 445382.31, 211339.41 445364.11, 211401.08000000002 445331.38, 211423.11000000002 445318.99, 211460.46 445298.89, 211497.48 445269.9, 211572.99 445210.7))",0.12861170649778234,0.24916583548329396,0.5341002452622547
골목상권,3,3,1069.58774101442,10.271196768230404,0,5,2,5,5,5,1,5,1,1,5,72815,478027.0,3.0,109728496.0,2.0,2.0,17.0,7.0,1.0,2.0,8.0,21.0,1791624320.0,131622.0,"POLYGON ((194673.5 450475.96, 194757.66 450481.23, 194763.06 450466.91000000003, 194732.36000000002 450459.33, 194722.98 450442.42, 194705.1 450439.98, 194696.83000000002 450450.96, 194619.95 450418.39, 194619.2 450406.82, 194581.02 450393.85000000003, 194496.89 450376.52, 194498.1 450365.47000000003, 194456.30000000002 450351.96, 194449.05000000002 450402.63, 194496.24 450428.89, 194501.15 450434, 194545.17 450461.66000000003, 194581.92 450482.49, 194615.02 450497.28, 194656.37 450513.97000000003, 194673.5 450475.96))",0.10634545747415941,0.2018128683107858,0.5405092180985593
골목상권,4,7,732.19245416146,9.35454678146775,2,5,5,2,5,5,5,5,5,5,5,45935,3987965.0,18.0,142826451.0,4.0,9.0,116.0,30.0,7.0,6.0,30.0,28.0,9674407908.0,837294.0,"POLYGON ((201241.32 451242.96, 201217.22 451190.64, 201141.6 451225.27, 201113.57 451236.85000000003, 201078.76 451250.8, 201072.92 451252.86, 201038.04 451265.36, 201007.17 451279.85000000003, 200976.04 451294.52, 200938.92 451329.31, 200930.05000000002 451345.91000000003, 200915.23 451387.94, 200959.28 451401.16000000003, 201015.13 451482.88, 201059.07 451545.10000000003, 201069.6 451538.9, 201098.19 451580.58, 201120.48 451565.32, 201145.26 451547.83, 201170.80000000002 451532.54000000004, 201189.11000000002 451521.48, 201185.9 451512.01, 201223.9 451500.23, 201206.93 451450.23, 201231.35 451434.18, 201257.19 451423.14, 201269.02000000002 451418.26, 201313.03 451397.23, 201273.58000000002 451312.43, 201241.32 451242.96))",0.12141530830887433,0.26785490845581644,0.5193375568742454
골목상권,12,2,1785.3379767535748,10.435035020020687,1,5,5,5,5,5,1,5,1,5,5,29406,22669.0,,,0.0,,13.0,,0.0,,0.0,,64165695.0,16948.0,"POLYGON ((198762.65 441820.28, 198872.59 441782.07, 198981.84 441744.10000000003, 199072.33000000002 441712.69, 199133.12 441691.77, 199197.42 441669.89, 199288.91 441638.67, 199334.73 441623.03, 199338.87 441595.07, 199354.08000000002 441575.48, 199419.36000000002 441528.73, 199434.07 441489.07, 199454.73 441465.17, 199481.39 441367.32, 199478.2 441341.41000000003, 199485.82 441315.36, 199478.80000000002 441293.54000000004, 199411.26 441214.07, 199417.07 441182.31, 199396.09 441136.03, 199355.55000000002 441154.10000000003, 199342.79 441149.28, 199327.85 441164.49, 199268.87 441138.37, 199229.33000000002 441162.26, 199162.88 441142.87, 199086 441234.06, 199068.82 441274.38, 198832.95 441305.81, 198756.82 441482.2, 198788.92 441523.3, 198794.14 441569.98, 198797.06 441595.95, 198775.47 441642.16000000003, 198732.94 441686.27, 198758.47 441801.42, 198762.65 441820.28))",0.11310600379372712,0.2748246504036349,0.5659711500286735
골목상권,2,2,489.8301922000373,10.96042762913966,0,3,1,3,3,4,2,2,3,2,4,139303,3141.0,,,8.0,2.0,85.0,7.0,8.0,2.0,4.0,0.0,4913424432.0,182524.0,"POLYGON ((210709.72 441123.48, 210768.77000000002 440997.85000000003, 210642.06 440917.06, 210586.87 441048.86, 210469.06 441030.61, 210424.63 441259.16000000003, 210483.30000000002 441290.78, 210589.15 441349.72000000003, 210662.81 441223.3, 210709.72 441123.48))",0.01623686723973257,0.0,0.23018147086914995
골목상권,17,0,1168.1972933649415,10.350675259215391,0,2,1,1,2,2,1,1,1,5,2,114688,4146731.0,80.0,123949237.0,10.0,13.0,118.0,55.0,9.0,10.0,22.0,59.0,19772198431.0,796332.0,"POLYGON ((192645.12 441723.84, 192643.48 441734.2, 192639.49 441760.22000000003, 192636.93 441766.13, 192614.58000000002 441798.21, 192610.98 441802.3, 192577.29 441843.25, 192574.06 441847.47000000003, 192550.25 441891.66000000003, 192536.77 441936.58, 192519.58000000002 441989.4, 192510.7 442034.55, 192511.14 442034.62, 192612 442051.07, 192616.05000000002 442051.73, 192760.04 442073.89, 192801.15 442081.26, 192802.49 442037.21, 192839.46 442035.04000000004, 192861.55000000002 442011.59, 192900.23 442000.75, 192891.44 441968.84, 192947.49 441952.25, 192936.18 441919.56, 192926.19 441889.33, 192950.39 441882.65, 192961.84 441887.46, 192977.66 441865.62, 192934.23 441835.79000000004, 192961.26 441797.89, 193004.69 441828.29000000004, 193032.31 441790.14, 193032.78 441790.46, 193051.66 441763.28, 192989 441719.3, 192969.77 441746.85000000003, 192946.87 441731.04000000004, 192907.6 441703.88, 192880.79 441685.34, 192858.04 441726.35000000003, 192833.4 441754.84, 192856.73 441782.59, 192852.72 441798.17, 192845.14 441799.4, 192821.82 441774.22000000003, 192806.9 441789.94, 192762.41 441768.21, 192794.03 441691.8, 192731.47 441688.51, 192651.13 441687.72000000003, 192645.12 441723.84), (192712.30000000002 441851.81, 192739.05000000002 441858.09, 192777.47 441930.57, 192775.9 441966.24, 192809.29 442000.28, 192786.26 442032.41000000003, 192747.99 442004.94, 192707.83000000002 441995.96, 192688.69 441973.94, 192655.9 441954.65, 192664.63 441935.75, 192682.25 441898.24, 192712.30000000002 441851.81))",0.13590199123116498,0.2946036287379143,0.534507061104277
골목상권,14,0,560.613088260454,10.072745416412804,2,2,1,1,2,2,1,1,1,5,2,114688,4392225.0,88.0,129974875.0,11.0,6.0,105.0,24.0,8.0,5.0,17.0,21.0,9233118088.0,820803.0,"POLYGON ((191673.5 441959.49, 191683.37 441901.28, 191656.57 441897.05, 191637.94 441894.11, 191622.93 441891.76, 191606.46 441889.21, 191594.17 441887.27, 191581.09 441885.19, 191564.9 441882.64, 191548.43 441880.03, 191535.36000000002 441878.02, 191536.59 441894.47000000003, 191505.62 441897.08, 191510.47 441958.32, 191528.83000000002 441957.39, 191529.52 441974.46, 191542.52 441974.47000000003, 191549.55000000002 442066.24, 191560.91 442212.42, 191613.31 442224.48, 191667.62 442236.99, 191776.32 442259.77, 191833.18 442273.19, 191837.85 442274.3, 191880.12 442284.06, 191884.36000000002 442285.05, 191925.27 442294.35000000003, 191940.1 442236.63, 191933.77 442234.82, 191943.4 442184.92, 191927.08000000002 442173.56, 191960.03 442125.28, 191979.46 442096.61, 192024.53 442016.34, 192034.43 442017.38, 192114.87 441970.42, 192082.26 441965.26, 192025.45 441956.03, 191967.86000000002 441946.73, 191917.79 441938.64, 191878.79 441932.35000000003, 191874.82 441956.68, 191850.89 441952.62, 191854.4 441928.4, 191833.81 441925.06, 191794.06 441918.64, 191784.68 441977.54000000004, 191790.14 441978.41000000003, 191786.15 442001.06, 191725.52 441990.23, 191728.78 441968.45, 191709.87 441965.37, 191673.5 441959.49))",0.13557274502103148,0.30042131266043975,0.5286452765967136
골목상권,4,0,3040.831059131499,11.066722357229539,0,1,2,1,1,1,2,1,5,2,1,88076,137388.0,15.0,430297684.0,0.0,,16.0,,1.0,,0.0,,7392885.0,310.0,"POLYGON ((205233.98 441937.98, 205271.97 441885.94, 205194.08000000002 441843.23, 205186.32 441853.15, 205159.26 441887.49, 205148.24 441901.56, 205074.65 441995.10000000003, 205053.17 442022.38, 205033.5 442047.42, 205021.81 442062.23, 205065.28 442102.95, 205087.41 442123.62, 205094.22 442130.01, 205105.85 442140.88, 205143.67 442176.28, 205189.01 442180.01, 205210.81 442156.93, 205192.14 442137.61, 205225.24 442102.39, 205248.66 442077.52, 205282.66 442039.56, 205276.66 442033.81, 205291.82 442018.53, 205272.66 441991.95, 205269.35 441974.42, 205233.98 441937.98))",0.12832998515154162,0.26064867382886425,0.5335109325414156
골목상권,11,0,685.7672107410764,10.15178611088547,0,5,2,1,1,2,2,2,2,2,1,95966,576775.0,5.0,97350853.0,4.0,11.0,76.0,43.0,9.0,8.0,22.0,51.0,36026851936.0,1597465.0,"POLYGON ((190406.7 442010.05, 190457.69 441937.9, 190422.85 441919.60000000003, 190375.57 441895.72000000003, 190342.03 441878.86, 190319.38 441913.19, 190236.56 442037.37, 190177.19 442139.94, 190216.15 442176.60000000003, 190257.34 442220.04000000004, 190337.19 442108.32, 190406.7 442010.05))",0.09930215421958302,0.18709895539855229,0.4587022669151749
골목상권,2,3,1329.4858998214725,10.567048684020707,0,1,4,5,5,1,1,5,2,1,4,71472,1392041.0,6.0,110622335.0,1.0,7.0,23.0,39.0,1.0,4.0,4.0,9.0,13083267734.0,198436.0,"POLYGON ((189764.78 442592.57, 189707.06 442575.15, 189622.46 442533.94, 189611.6 442556.32, 189593.28 442547.94, 189577.63 442591.78, 189545.78 442680.88, 189542.62 442689.66000000003, 189658.01 442786.57, 189676.15 442770.45, 189678.92 442767.98, 189699.55000000002 442749.64, 189716.02 442735, 189720.38 442731.11, 189753.97 442702.09, 189818.81 442646.15, 189827.61000000002 442638.56, 189852.13 442619.5, 189854.80000000002 442617.47000000003, 189869.71 442606.25, 189893.55000000002 442588.25, 189840.95 442541.51, 189827.23 442545.3, 189802.82 442547.73, 189793.17 442571.06, 189788.73 442574.52, 189764.78 442592.57))",0.09822196328987437,0.18617986108167792,0.4375955880609838
골목상권,4,0,1729.9375300336378,10.225401217438247,0,1,1,1,1,1,1,1,1,1,1,94619,915243.0,24.0,295481682.0,4.0,3.0,76.0,29.0,2.0,5.0,8.0,13.0,23148011852.0,545916.0,"POLYGON ((203208.1 441650.04000000004, 203137.01 441610.72000000003, 203086.99 441600.69, 203125.2 441707.91000000003, 203059.19 441778.97000000003, 203080.13 441791.19, 203138.82 441837.56, 203162.54 441811.44, 203191.68 441839.38, 203218.32 441864.91000000003, 203247.49 441892.91000000003, 203278.74 441860.61, 203280.2 441859, 203359.97 441768.72000000003, 203329.65 441746.27, 203299.24 441723.07, 203266.75 441698.16000000003, 203235.4 441671.58, 203208.1 441650.04000000004))",0.08743142531546266,0.13906689261758898,0.4879840654339886
골목상권,15,0,1117.2417064000424,10.55041927981428,1,1,2,1,1,1,1,1,5,1,1,88076,300754.0,3.0,221033333.0,9.0,9.0,51.0,22.0,3.0,10.0,29.0,61.0,15333943207.0,1296221.0,"POLYGON ((209282.14 441212.60000000003, 209260.80000000002 441158.68, 209223.74 441108.47000000003, 209098.2 441036.89, 209053.39 440995.16000000003, 209003.51 440948.75, 208985.11000000002 440941.43, 208953.39 440944.35000000003, 208925.98 440991.75, 208913.28 441046.12, 208907.99 441090.81, 208903.24 441132.27, 208948.21 441206.06, 208915.21 441247.15, 208932.34 441282.33, 208976.07 441307.8, 209008.5 441315.14, 209025.46 441318.82, 209128.46 441366.42, 209184.39 441468.4, 209123.89 441541.2, 209080.28 441598.74, 209133.59 441664.31, 209224.89 441730.28, 209311.5 441768.2, 209399.53 441801.01, 209402.38 441785.42, 209429.99 441633.82, 209443.98 441570.16000000003, 209411.46 441545.5, 209412.80000000002 441513.51, 209385 441379.83, 209376.24 441362.36, 209344.54 441299.02, 209317.24 441244.16000000003, 209289.91 441218.87, 209282.14 441212.60000000003))",0.1268811054882063,0.23264195987418287,0.5316138771221662
골목상권,12,1,3065.60998499031,11.821450246546688,4,5,3,5,5,5,2,5,3,1,5,72970,1118182.0,12.0,404197022.0,7.0,6.0,144.0,33.0,8.0,7.0,12.0,8.0,16189031314.0,1363944.0,"POLYGON ((199622.1 448056.9, 199634.05000000002 448059.03, 199652.51 448039.66000000003, 199682.28 448026.35000000003, 199701.73 447995.56, 199707.13 447987.05, 199708.61000000002 447985.82, 199711.32 447937.41000000003, 199700.29 447939.67, 199696.65 447929.63, 199705.08000000002 447924.09, 199689.67 447889.11, 199634.6 447930.72000000003, 199591.83000000002 447970.83, 199577.88 447987.06, 199551.71 447961.03, 199522.43 447951.84, 199516.44 447936.34, 199454.6 447930.12, 199438.81 447942.83, 199443.6 447986.01, 199311.93 448024.48, 199302.92 448019.39, 199255.75 447882.76, 199264.75 447799.91000000003, 199274.57 447781.51, 199263.21 447748.33, 199233.96 447774.46, 199236.44 447823.24, 199209.31 447873.95, 199232.09 447882.32, 199247.39 447937.17, 199265.92 447999.43, 199305.79 448040.48, 199282.86000000002 448049.11, 199272.42 448069.82, 199288.72 448091.93, 199300.03 448085.74, 199365.09 448124.87, 199342.61000000002 448164.01, 199357.23 448164.91000000003, 199409.78 448169.28, 199448.31 448172.07, 199506.06 448174.99, 199525.89 448108.89, 199548.52000000002 448108.56, 199548.29 448118.31, 199565.48 448120.99, 199584.12 448114, 199600.71 448070.74, 199618.95 448071.18, 199622.1 448056.9))",0.12018347639293067,0.22467630493068214,0.4886574815191087
골목상권,4,0,3065.60998499031,11.821450246546688,0,5,1,1,1,1,2,2,1,1,1,72970,318266.0,,,0.0,2.0,24.0,19.0,1.0,3.0,0.0,8.0,4507338869.0,96430.0,"POLYGON ((200100.36000000002 447205.38, 200102.74 447216.59, 200090.97 447239.09, 200038.12 447248.09, 200018.04 447325.76, 200020.56 447374.10000000003, 200020.58000000002 447405.29000000004, 200083.54 447408.65, 200102.58000000002 447381.28, 200153.43 447313.38, 200160.24 447304.64, 200188.92 447267.63, 200158.21 447195.99, 200136.34 447204.01, 200133.44 447195.04000000004, 200100.36000000002 447205.38))",0.11558884706503365,0.26062790244638134,0.4800355677326513
골목상권,9,6,968.4682381857732,10.226182344253795,2,4,3,2,5,3,3,2,1,5,4,100254,5499736.0,88.0,131233157.0,13.0,26.0,133.0,102.0,13.0,17.0,29.0,56.0,37350126226.0,2110813.0,"POLYGON ((207741 454825.02, 207738.38 454824.3, 207721.43 454819.68, 207663.19 454803.87, 207662.69 454803.74, 207635.86000000002 454796.52, 207621.59 454865.81, 207606.92 454937.04000000004, 207649.08000000002 454945.92, 207636.14 454984.16000000003, 207662.79 455002.63, 207636.57 455037.55, 207674.97 455065.08, 207666.95 455076.25, 207683.56 455088.67, 207679.23 455102.44, 207685.68 455124.7, 207647.19 455141.42, 207642.86000000002 455155, 207715.39 455178.71, 207739.62 455186.53, 207767.26 455196.88, 207783.78 455142.74, 207808.92 455123.88, 207870.06 455076.03, 207896.49 455100.13, 207945.08000000002 455142.08, 207990.36000000002 455086.06, 208009.46 455062.45, 208033.41 455032.26, 208053.54 455037.54000000004, 208083.23 455046.73, 208100.27000000002 455051.54000000004, 208129.78 455059.92, 208134.08000000002 455007.96, 208174.92 455011.52, 208181.46 454945.83, 208140.2 454934.52, 208107.73 454925.61, 208086.26 454919.69, 208078.54 454917.61, 208064.67 454913.78, 208056.79 454911.63, 208041.45 454907.4, 208028.99 454904.02, 208013.66 454899.8, 208001.6 454896.48, 207978.63 454890.17, 207976.95 454889.72000000003, 207947.69 454881.72000000003, 207923.45 454875.02, 207870.29 454860.46, 207830.9 454849.66000000003, 207797.99 454840.62, 207768.98 454832.63, 207741 454825.02))",0.12749193779483234,0.23239351852525286,0.5408672343545218
골목상권,19,2,582.4171850149854,9.964211582509572,0,4,3,1,3,2,3,1,5,2,2,100254,11884.0,,,3.0,6.0,18.0,4.0,2.0,1.0,1.0,4.0,3476927286.0,68631.0,"POLYGON ((209236.06 457294.22000000003, 209472.61000000002 457188.48, 209621.02000000002 457121.86, 209752.77000000002 457037.26, 209797.18 457075.61, 209873.93 457096.55, 209914.12 457119.98, 209946.57 457163.01, 209953.84 457199.66000000003, 209935.22 457222.65, 209937.55000000002 457229.61, 209946.85 457236.59, 209984.99 457238.74, 210016.71 457256.46, 210066.75 457308.43, 210310.46 457299.65, 210312.42 457279.54000000004, 210296.36000000002 457238.43, 210330.31 457193.79000000004, 210339.24 457079.44, 210361.56 457032.04000000004, 210349.94 456981.17, 210365.15 456970.45, 210382.12 456908.82, 210357.99 456859.68, 210351.62 456814.98, 210336.66 456807.89, 210337.11000000002 456792.39, 210312.62 456735.5, 210312.62 456708.69, 210296.74 456588.45, 209979.96 456662.71, 209942.88 456702.19, 209907.51 456743.07, 209878.03 456852.45, 209866.39 456865.64, 209825.28 456878.02, 209808.97 456898.22000000003, 209759.32 456918.38, 209721.33000000002 456952.54000000004, 209694.93 456960.26, 209582.45 456913.75, 209569.27000000002 456916.05, 209542.1 456940.07, 209510.4 456929.73, 209404.97 456954.49, 209348.46 456981.7, 209320.46 457002.16000000003, 209256.97 457076.99, 209173.26 457086.91000000003, 209154.16 457081.83, 209135.32 457058.13, 209082.03 457054.87, 209027.14 457070.79000000004, 208947.89 457073.2, 208949.81 457110.53, 208959.34 457199.14, 208989.97 457289.66000000003, 209034.37 457369.51, 209236.06 457294.22000000003))",0.030461124200605857,0.02987209693705823,0.49612924941097275
골목상권,10,0,1154.9648703098737,10.888938947691152,0,1,1,1,1,1,1,2,1,1,1,68076,483627.0,18.0,161864012.0,0.0,4.0,39.0,15.0,1.0,2.0,0.0,12.0,5315775959.0,173029.0,"POLYGON ((202132.15 449792.47000000003, 202122.58000000002 449805.18, 202112.75 449821.76, 202058.35 449758.43, 202056.26 449752.78, 202037.94 449703.65, 202001.81 449727.33, 201983.32 449764.57, 202028.88 449791.56, 202056.2 449814.29000000004, 202068.71 449851.36, 202097.80000000002 449849.17, 202136.61000000002 449846.83, 202245.96 449840.93, 202264.84 449854.69, 202262.1 449871.54000000004, 202285.85 449866.48, 202281.77000000002 449843.81, 202261.09 449784.9, 202248.89 449750.27, 202221.58000000002 449673.72000000003, 202207.48 449691.64, 202164.7 449750.19, 202199.63 449744.93, 202205.01 449782.74, 202132.15 449792.47000000003))",0.11075477589133774,0.15323172610296779,0.5440701201545819
골목상권,16,5,1020.9706923477472,10.607399817543435,1,2,1,1,1,1,5,1,4,3,1,114534,3284991.0,4.0,215616049.0,16.0,28.0,126.0,70.0,11.0,15.0,23.0,36.0,38812897594.0,1851595.0,"POLYGON ((195224.95 449540.78, 195242.53 449530.78, 195185.26 449443.92, 195154.63 449468.28, 195122.21 449495.5, 195118.84 449498.4, 195118.33000000002 449498.83, 195097.83000000002 449516.43, 195089.93 449522.16000000003, 195076.85 449532.08, 195004.66 449582.57, 194948.77 449603.97000000003, 194945.16 449605.5, 194899.11000000002 449624.95, 194856.89 449642.75, 194828.23 449654.82, 194807.26 449663.66000000003, 194763.93 449681.95, 194791.08000000002 449721.61, 194811.09 449746.58, 194826.87 449767.75, 194865.99 449821.04000000004, 194933.11000000002 449783.38, 194948.46 449774.79000000004, 194954.4 449771.23, 195026.49 449727.93, 195026.65 449730.18, 195040.64 449722.77, 195154.97 449662.10000000003, 195190.74 449643.11, 195224.93 449624.97000000003, 195237.44 449618.35000000003, 195261.36000000002 449608.98, 195224.95 449540.78))",0.12375802551666047,0.2122212815803757,0.5259423846214495
골목상권,9,2,1574.140853702305,11.135827228028532,1,3,1,3,2,4,1,2,3,3,3,139303,7500118.0,381.0,188112217.0,19.0,17.0,206.0,108.0,16.0,12.0,40.0,78.0,42752294066.0,2489119.0,"POLYGON ((208843.65 444944.34, 208732.85 444921.42, 208630.75 444909.64, 208633.53 444951.55, 208636.35 444994.34, 208638.37 445034.17, 208640.51 445076.76, 208642.54 445117.78, 208644.58000000002 445158.12, 208731.53 445169.92, 208823.73 445186.4, 208919.61000000002 445236.92, 208998.45 445279.07, 209001.37 445280.85000000003, 209032.91 445297.44, 209116.15 445341.08, 209202.03 445390.8, 209227.06 445355.57, 209252.15 445320.96, 209276.25 445288.58, 209184.11000000002 445239.23, 209207.92 445204.10000000003, 209300.76 445254.72000000003, 209323.96 445221.96, 209349.75 445188.86, 209374.21 445153.86, 209276.62 445102.82, 209300.31 445067.89, 209179.44 445007.91000000003, 209140.74 444994, 209100.48 444979.45, 209090.13 445001.15, 209051.36000000002 444996.18, 209011.73 444991.13, 208972.87 444974.4, 208947.87 444959.14, 208937.87 444962.16000000003, 208886.75 444935.24, 208883.95 444951.21, 208843.65 444944.34))",0.1331677714937285,0.2826131535530508,0.5386512585535321
골목상권,2,0,1140.4178448588664,10.924011200813531,0,1,4,2,2,2,2,3,1,1,2,72970,325270.0,8.0,651222201.0,3.0,7.0,30.0,27.0,0.0,5.0,4.0,8.0,16708316757.0,265069.0,"POLYGON ((200876.63 448455.37, 200883.09 448461.57, 200894.45 448466.31, 200935.95 448466.75, 200968.64 448472.10000000003, 200938.81 448493.97000000003, 201010.34 448577.17, 201000.78 448609.82, 200994.39 448631.57, 201007.88 448650.34, 201043.17 448699.34, 201088.61000000002 448752.83, 201106.80000000002 448690.33, 201109.03 448645.35000000003, 201086.49 448599.11, 201031.1 448541.27, 201004.14 448472.41000000003, 200993.2 448440.11, 200987.35 448422.8, 200931.67 448360.14, 200917.06 448376.17, 200847.03 448367.12, 200823.55000000002 448370.93, 200723.11000000002 448400.61, 200763.83000000002 448435.42, 200789.04 448456.94, 200837.22 448417.45, 200876.63 448455.37))",0.10794109509023272,0.1940357241676146,0.535804101208227
골목상권,7,0,345.8871730223763,9.617504418503318,2,4,5,5,3,4,2,5,2,3,3,129382,414813.0,30.0,130642376.0,0.0,6.0,17.0,14.0,1.0,3.0,0.0,5.0,2030172758.0,132153.0,"POLYGON ((187159.66 450313.63, 187144.19 450284.9, 187139.78 450288.23, 187112.75 450311.51, 187109.12 450303.03, 187024.62 450341.07, 187033.1 450360.79000000004, 187052.19 450404.43, 187055.18 450411.27, 187063.24 450429.74, 187087.12 450481.74, 187170.08000000002 450444.56, 187184.04 450475.02, 187202.25 450514.53, 187212.11000000002 450535.94, 187221.74 450556.73, 187252.85 450519.56, 187264.45 450515.81, 187252.02 450482.68, 187230.83000000002 450465.2, 187209.66 450422.92, 187211.76 450413.81, 187222.53 450379.36, 187213.83000000002 450347.65, 187224.2 450333.57, 187199.63 450296.06, 187159.66 450313.63))",0.1336819241441324,0.3083148310202429,0.5302244625891667
골목상권,7,0,918.5827337226713,9.571160288443423,0,1,3,2,2,2,2,5,5,2,2,96374,1032073.0,6.0,146163745.0,0.0,1.0,28.0,0.0,2.0,0.0,8.0,4.0,3567662281.0,82018.0,"POLYGON ((212923.08000000002 448377.41000000003, 212898.98 448363.65, 212870.49 448358.66000000003, 212826.62 448372.76, 212834.66 448416.34, 212842.06 448420.36, 212888.17 448445.35000000003, 212962.4 448485.52, 212981.52000000002 448495.85000000003, 213003.41 448456.26, 213018.72 448430.24, 213039.08000000002 448395.64, 212998.48 448396.02, 212979.85 448408.76, 212923.08000000002 448377.41000000003))",0.14213723254072144,0.2745125587046653,0.5342490308340592
골목상권,6,1,982.468344497265,10.329662702171634,1,1,2,1,1,2,1,3,1,1,1,37512,4172110.0,59.0,107316421.0,5.0,9.0,108.0,54.0,6.0,5.0,15.0,33.0,22431447140.0,2008199.0,"POLYGON ((205303.52000000002 456236.07, 205254.08000000002 456203.04000000004, 205248.92 456209.67, 205229.97 456219.66000000003, 205215.25 456240.25, 205183.31 456237.10000000003, 205143.69 456324.12, 205090.41 456400.43, 205070.82 456409.16000000003, 205017.64 456413.54000000004, 204965.23 456416.29000000004, 204973.72 456444.32, 205015.75 456482.65, 204994.82 456505.36, 205002.88 456511.39, 204996.17 456519.25, 204960.1 456558.56, 204926.95 456596.02, 204916.88 456587.04000000004, 204893.94 456610.8, 204881.44 456625.91000000003, 204857.41 456654.91000000003, 204815.05000000002 456644.46, 204807.23 456660.06, 204839.41 456681.47000000003, 204917.03 456732.24, 204954.02000000002 456756.38, 204962.31 456761.78, 204973.6 456769.34, 205033.07 456808.48, 205034.87 456809.62, 205097.01 456729.4, 205104.06 456721.04000000004, 205111.21 456712.86, 205124.63 456697.57, 205141.9 456677.81, 205169.72 456645.42, 205190.06 456619.38, 205150.35 456586.15, 205168.80000000002 456567.34, 205158.88 456559.3, 205139.42 456544.09, 205127.27000000002 456534.65, 205151.78 456504.28, 205162.19 456512.89, 205182.95 456485.55, 205202.53 456457.63, 205252.91 456378.47000000003, 205212.48 456353.85000000003, 205237.76 456307.12, 205275.74 456332.03, 205283.63 456319.3, 205271.79 456310.17, 205253.41 456298.29000000004, 205278.24 456261.55, 205294.58000000002 456247.35000000003, 205303.52000000002 456236.07))",0.13441831591209244,0.27557446951302816,0.5293616419509553
골목상권,8,2,931.9977297124572,10.343223208592908,0,1,1,1,1,1,1,1,1,1,1,132570,1470001.0,34.0,177904706.0,6.0,0.0,32.0,8.0,2.0,1.0,0.0,0.0,1537609182.0,47632.0,"POLYGON ((191723.30000000002 448179.85000000003, 191745.72 448123.4, 191726.23 448104.51, 191727.01 448098.58, 191710.14 448085.96, 191642.23 448147.93, 191608.81 448137.38, 191602.21 448173.32, 191558.06 448181.72000000003, 191474.12 448219.58, 191477.78 448225.25, 191504.92 448261.85000000003, 191452.23 448294.41000000003, 191459.43 448308.18, 191432.45 448335.77, 191480.98 448368.66000000003, 191502.05000000002 448352.95, 191560.11000000002 448371.13, 191521.49 448400.03, 191448.42 448459.57, 191466.9 448487.45, 191626.59 448408.71, 191660 448372.87, 191617.55000000002 448335.86, 191656.61000000002 448294.9, 191689.45 448248.56, 191723.30000000002 448179.85000000003))",0.11787406947342213,0.16430737121947536,0.5063880908924552
